producto,unidad,mayorista,minimo,maximo,moda,promedio,fecha,año,mes,año_mes,producto_limpio,producto_estandar
Manga grande Keitt Caja plástica (17,kg),kg),7000.0,9000.0,8000.0,8000.0,2026-02-12,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),12000.0,14000.0,13000.0,13117.65,2026-02-12,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Melón Cantaloupe,Kilo,Kilo,500.0,600.0,500.0,531.82,2026-02-12,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Naranja dulce,Unidad,Unidad,100.0,120.0,100.0,108.0,2026-02-12,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Ñampí,Kilo,Kilo,800.0,1000.0,800.0,887.5,2026-02-12,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),30000.0,36000.0,33000.0,32500.0,2026-02-12,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),32000.0,38000.0,35000.0,34545.45,2026-02-12,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papaya híbrida,Kilo,Kilo,300.0,350.0,300.0,320.83,2026-02-12,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,800.0,900.0,900.0,891.67,2026-02-12,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1200.0,1200.0,1200.0,2026-02-12,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,900.0,1000.0,1000.0,980.0,2026-02-12,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,800.0,800.0,800.0,800.0,2026-02-12,2026,2,2026-02,Piña Pequeña,Piña
Plátano primera (verde y maduro),Unidad,Unidad,230.0,260.0,240.0,242.0,2026-02-12,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,200.0,191.43,2026-02-12,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,290.91,2026-02-12,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,500.0,700.0,600.0,625.0,2026-02-12,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,200.0,300.0,250.0,243.48,2026-02-12,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,350.0,450.0,350.0,387.5,2026-02-12,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,300.0,300.0,285.0,2026-02-12,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1600.0,1575.0,2026-02-12,2026,2,2026-02,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),17000.0,17000.0,17000.0,17000.0,2026-02-12,2026,2,2026-02,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),15000.0,16000.0,16000.0,15875.0,2026-02-12,2026,2,2026-02,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),12000.0,13000.0,12000.0,12142.86,2026-02-12,2026,2,2026-02,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1800.0,2200.0,2000.0,1950.0,2026-02-12,2026,2,2026-02,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,500.0,600.0,500.0,537.5,2026-02-12,2026,2,2026-02,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,12000.0,10000.0,10583.33,2026-02-12,2026,2,2026-02,Zanahoria Primera,Zanahoria
Apio verde (mata),Mata,Mata,1000.0,1300.0,1000.0,1078.57,2026-02-13,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,400.0,450.0,400.0,404.17,2026-02-13,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,500.0,700.0,600.0,600.0,2026-02-13,2026,2,2026-02,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,400.0,500.0,500.0,484.62,2026-02-13,2026,2,2026-02,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-02-13,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,3000.0,3000.0,3000.0,3000.0,2026-02-13,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1200.0,1500.0,1300.0,1341.67,2026-02-13,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,600.0,800.0,600.0,650.0,2026-02-13,2026,2,2026-02,Camote,Camote
Camote Zanahoria,Kilo,Kilo,1500.0,2000.0,1500.0,1625.0,2026-02-13,2026,2,2026-02,Camote Zanahoria,Camote Zanahoria
Carambola,Kilo,Kilo,700.0,800.0,800.0,760.0,2026-02-13,2026,2,2026-02,Carambola,Carambola
Cas,Kilo,Kilo,900.0,1000.0,1000.0,966.67,2026-02-13,2026,2,2026-02,Cas,Cas
Cebolla seca amarilla burra,Kilo,Kilo,750.0,800.0,800.0,783.33,2026-02-13,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,700.0,750.0,750.0,744.44,2026-02-13,2026,2,2026-02,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,700.0,750.0,750.0,744.44,2026-02-13,2026,2,2026-02,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1800.0,2000.0,2000.0,1933.33,2026-02-13,2026,2,2026-02,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,300.0,250.0,235.29,2026-02-13,2026,2,2026-02,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,17000.0,20000.0,20000.0,18875.0,2026-02-13,2026,2,2026-02,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,17000.0,20000.0,18000.0,18700.0,2026-02-13,2026,2,2026-02,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,30000.0,32000.0,30000.0,30500.0,2026-02-13,2026,2,2026-02,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,27000.0,29000.0,28000.0,28166.67,2026-02-13,2026,2,2026-02,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,20000.0,22000.0,20000.0,20571.43,2026-02-13,2026,2,2026-02,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,10000.0,12000.0,12000.0,11285.71,2026-02-13,2026,2,2026-02,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-02-13,2026,2,2026-02,Coco,Coco
Coliflor,Unidad,Unidad,800.0,1200.0,1000.0,939.13,2026-02-13,2026,2,2026-02,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,1000.0,800.0,858.82,2026-02-13,2026,2,2026-02,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,144.0,2026-02-13,2026,2,2026-02,Elote,Elote
Espinaca,Rollo,Rollo,200.0,300.0,250.0,246.67,2026-02-13,2026,2,2026-02,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2000.0,2400.0,2200.0,2177.78,2026-02-13,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),1000.0,1200.0,1000.0,1066.67,2026-02-13,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Granadilla primera,Unidad,Unidad,180.0,200.0,200.0,194.29,2026-02-13,2026,2,2026-02,Granadilla Primera,Granadilla Primera
Granadilla segunda,Unidad,Unidad,150.0,180.0,180.0,168.33,2026-02-13,2026,2,2026-02,Granadilla Segunda,Granadilla Segunda
Guanábana injertada,Kilo,Kilo,1800.0,2000.0,2000.0,1920.0,2026-02-13,2026,2,2026-02,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,1000.0,1200.0,1000.0,1033.33,2026-02-13,2026,2,2026-02,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,1000.0,1200.0,1000.0,1028.57,2026-02-13,2026,2,2026-02,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,200.0,222.06,2026-02-13,2026,2,2026-02,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,80.0,100.0,80.0,89.09,2026-02-13,2026,2,2026-02,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,120.0,150.0,150.0,139.09,2026-02-13,2026,2,2026-02,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,200.0,200.0,200.0,200.0,2026-02-13,2026,2,2026-02,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,150.0,150.0,150.0,150.0,2026-02-13,2026,2,2026-02,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),13000.0,15000.0,13000.0,13700.0,2026-02-13,2026,2,2026-02,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),8000.0,10000.0,10000.0,9200.0,2026-02-13,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),13000.0,15000.0,13000.0,13700.0,2026-02-13,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,1000.0,1200.0,1000.0,1050.0,2026-02-13,2026,2,2026-02,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,500.0,600.0,500.0,533.33,2026-02-13,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1600.0,1800.0,1800.0,1720.0,2026-02-13,2026,2,2026-02,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1600.0,1800.0,1800.0,1720.0,2026-02-13,2026,2,2026-02,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,113.33,2026-02-13,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1200.0,1500.0,1500.0,1380.0,2026-02-13,2026,2,2026-02,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,700.0,1000.0,1000.0,900.0,2026-02-13,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),30000.0,35000.0,30000.0,31114.29,2026-02-13,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),30000.0,35000.0,33000.0,32486.49,2026-02-13,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),7000.0,10000.0,8000.0,7928.57,2026-02-13,2026,2,2026-02,Papa Polilla,Papa Polilla
Papa semilla Malla (45,kg),kg),16000.0,20000.0,18000.0,18590.91,2026-02-13,2026,2,2026-02,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),16000.0,20000.0,18000.0,18375.0,2026-02-13,2026,2,2026-02,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,300.0,400.0,300.0,337.5,2026-02-13,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pejibaye,Kilo,Kilo,1400.0,1500.0,1500.0,1466.67,2026-02-13,2026,2,2026-02,Pejibaye,Pejibaye
Pepino,Kilo,Kilo,800.0,1000.0,1000.0,953.85,2026-02-13,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1100.0,1200.0,1200.0,1166.67,2026-02-13,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,900.0,1000.0,1000.0,983.33,2026-02-13,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,780.0,2026-02-13,2026,2,2026-02,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,250.0,300.0,300.0,280.0,2026-02-13,2026,2,2026-02,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,220.0,240.0,230.0,231.0,2026-02-13,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,200.0,191.11,2026-02-13,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,290.32,2026-02-13,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,700.0,600.0,626.67,2026-02-13,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,200.0,300.0,250.0,253.2,2026-02-13,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,350.0,400.0,350.0,372.22,2026-02-13,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,300.0,250.0,268.75,2026-02-13,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,1800.0,2000.0,2000.0,1971.43,2026-02-13,2026,2,2026-02,Tamarindo,Tamarindo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1500.0,1537.5,2026-02-13,2026,2,2026-02,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),17000.0,18000.0,17000.0,17400.0,2026-02-13,2026,2,2026-02,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),16000.0,17000.0,16000.0,16222.22,2026-02-13,2026,2,2026-02,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),12000.0,13000.0,12000.0,12428.57,2026-02-13,2026,2,2026-02,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1800.0,2200.0,2000.0,1983.33,2026-02-13,2026,2,2026-02,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,500.0,600.0,500.0,544.44,2026-02-13,2026,2,2026-02,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,14000.0,12000.0,11225.0,2026-02-13,2026,2,2026-02,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,400.0,500.0,500.0,472.22,2026-02-13,2026,2,2026-02,Zuquini,Zuquini
Apio verde (mata),Mata,Mata,1000.0,1300.0,1000.0,1106.67,2026-02-16,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,350.0,450.0,400.0,395.0,2026-02-16,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,500.0,600.0,600.0,566.67,2026-02-16,2026,2,2026-02,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,500.0,600.0,600.0,566.67,2026-02-16,2026,2,2026-02,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-02-16,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,3000.0,3000.0,3000.0,3000.0,2026-02-16,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1000.0,1500.0,1300.0,1223.08,2026-02-16,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,600.0,800.0,700.0,688.89,2026-02-16,2026,2,2026-02,Camote,Camote
Camote Zanahoria,Kilo,Kilo,1600.0,2000.0,1800.0,1766.67,2026-02-16,2026,2,2026-02,Camote Zanahoria,Camote Zanahoria
Carambola,Kilo,Kilo,600.0,800.0,800.0,733.33,2026-02-16,2026,2,2026-02,Carambola,Carambola
Cas,Kilo,Kilo,900.0,1200.0,1000.0,1014.29,2026-02-16,2026,2,2026-02,Cas,Cas
Cebolla seca amarilla burra,Kilo,Kilo,750.0,800.0,800.0,781.25,2026-02-16,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,750.0,800.0,750.0,772.22,2026-02-16,2026,2,2026-02,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,750.0,800.0,750.0,772.22,2026-02-16,2026,2,2026-02,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1700.0,1800.0,1800.0,1766.67,2026-02-16,2026,2,2026-02,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,300.0,250.0,230.0,2026-02-16,2026,2,2026-02,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,16000.0,20000.0,20000.0,18111.11,2026-02-16,2026,2,2026-02,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,16000.0,20000.0,18000.0,17800.0,2026-02-16,2026,2,2026-02,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,20000.0,22000.0,20000.0,20500.0,2026-02-16,2026,2,2026-02,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,16000.0,18000.0,18000.0,17142.86,2026-02-16,2026,2,2026-02,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,15000.0,15000.0,14300.0,2026-02-16,2026,2,2026-02,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,8000.0,8727.27,2026-02-16,2026,2,2026-02,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-02-16,2026,2,2026-02,Coco,Coco
Coliflor,Unidad,Unidad,1000.0,1200.0,1000.0,1053.33,2026-02-16,2026,2,2026-02,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,1000.0,800.0,833.33,2026-02-16,2026,2,2026-02,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,144.0,2026-02-16,2026,2,2026-02,Elote,Elote
Espinaca,Rollo,Rollo,200.0,300.0,250.0,236.11,2026-02-16,2026,2,2026-02,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2000.0,2500.0,2200.0,2200.0,2026-02-16,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),1000.0,1300.0,1000.0,1072.73,2026-02-16,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Granadilla primera,Unidad,Unidad,200.0,200.0,200.0,200.0,2026-02-16,2026,2,2026-02,Granadilla Primera,Granadilla Primera
Granadilla segunda,Unidad,Unidad,150.0,180.0,180.0,174.0,2026-02-16,2026,2,2026-02,Granadilla Segunda,Granadilla Segunda
Guanábana injertada,Kilo,Kilo,1700.0,2000.0,1800.0,1828.57,2026-02-16,2026,2,2026-02,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,900.0,1200.0,1000.0,1022.22,2026-02-16,2026,2,2026-02,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,800.0,1000.0,1000.0,955.56,2026-02-16,2026,2,2026-02,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,200.0,223.75,2026-02-16,2026,2,2026-02,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,80.0,100.0,100.0,90.91,2026-02-16,2026,2,2026-02,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,130.0,150.0,150.0,146.67,2026-02-16,2026,2,2026-02,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,190.0,200.0,200.0,199.0,2026-02-16,2026,2,2026-02,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,140.0,150.0,150.0,148.18,2026-02-16,2026,2,2026-02,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),12000.0,15000.0,13000.0,13312.5,2026-02-16,2026,2,2026-02,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),8000.0,10000.0,10000.0,9111.11,2026-02-16,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),12000.0,15000.0,13000.0,13153.85,2026-02-16,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,900.0,1200.0,1000.0,1011.11,2026-02-16,2026,2,2026-02,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,500.0,700.0,600.0,585.71,2026-02-16,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1600.0,1800.0,1800.0,1728.57,2026-02-16,2026,2,2026-02,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1600.0,1800.0,1800.0,1728.57,2026-02-16,2026,2,2026-02,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,113.33,2026-02-16,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1300.0,1600.0,1500.0,1485.71,2026-02-16,2026,2,2026-02,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,800.0,1000.0,900.0,911.11,2026-02-16,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),28000.0,32000.0,30000.0,29941.18,2026-02-16,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),30000.0,35000.0,35000.0,32640.0,2026-02-16,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),6000.0,8000.0,8000.0,7222.22,2026-02-16,2026,2,2026-02,Papa Polilla,Papa Polilla
Papa roja Malla (45,kg),kg),23000.0,28000.0,25000.0,24875.0,2026-02-16,2026,2,2026-02,Papa Roja,Papa Roja
Papa semilla Malla (45,kg),kg),16000.0,20000.0,20000.0,18052.63,2026-02-16,2026,2,2026-02,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),16000.0,20000.0,20000.0,18052.63,2026-02-16,2026,2,2026-02,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,300.0,350.0,300.0,316.67,2026-02-16,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pejibaye,Kilo,Kilo,1500.0,1500.0,1500.0,1500.0,2026-02-16,2026,2,2026-02,Pejibaye,Pejibaye
Pepino,Kilo,Kilo,700.0,800.0,800.0,781.82,2026-02-16,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1200.0,1200.0,1200.0,2026-02-16,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,1000.0,1000.0,1000.0,1000.0,2026-02-16,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,783.33,2026-02-16,2026,2,2026-02,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,280.0,300.0,300.0,297.5,2026-02-16,2026,2,2026-02,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,220.0,250.0,230.0,230.63,2026-02-16,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,200.0,195.0,2026-02-16,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,287.5,2026-02-16,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,500.0,600.0,600.0,558.82,2026-02-16,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,250.0,300.0,250.0,264.29,2026-02-16,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,350.0,400.0,350.0,368.18,2026-02-16,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,300.0,250.0,265.0,2026-02-16,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,2000.0,2000.0,2000.0,2000.0,2026-02-16,2026,2,2026-02,Tamarindo,Tamarindo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1600.0,1555.56,2026-02-16,2026,2,2026-02,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),16000.0,17000.0,16000.0,16428.57,2026-02-16,2026,2,2026-02,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),15000.0,16000.0,15000.0,15142.86,2026-02-16,2026,2,2026-02,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),9000.0,10000.0,10000.0,9571.43,2026-02-16,2026,2,2026-02,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1500.0,2000.0,1500.0,1592.31,2026-02-16,2026,2,2026-02,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,500.0,600.0,600.0,555.56,2026-02-16,2026,2,2026-02,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,12000.0,10000.0,10444.44,2026-02-16,2026,2,2026-02,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,500.0,600.0,500.0,540.0,2026-02-16,2026,2,2026-02,Zuquini,Zuquini
Apio verde (mata),Mata,Mata,1000.0,1200.0,1000.0,1066.67,2026-02-17,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,350.0,450.0,400.0,389.29,2026-02-17,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-02-17,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,3000.0,3500.0,3000.0,3142.86,2026-02-17,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1200.0,1500.0,1300.0,1329.17,2026-02-17,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,700.0,800.0,700.0,744.44,2026-02-17,2026,2,2026-02,Camote,Camote
Cebolla seca amarilla burra,Kilo,Kilo,800.0,900.0,800.0,825.0,2026-02-17,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,750.0,800.0,800.0,780.0,2026-02-17,2026,2,2026-02,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,750.0,800.0,800.0,783.33,2026-02-17,2026,2,2026-02,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1700.0,2000.0,1800.0,1844.44,2026-02-17,2026,2,2026-02,Cebolla Seca Morada,Cebolla Seca Morada
Chayote tierno criollo,Java,Java,18000.0,20000.0,20000.0,19400.0,2026-02-17,2026,2,2026-02,Chayote Tierno Criollo,Chayote Tierno Criollo
